gen_coord canon_pos region
99757171 2577 3'UTR
99757170 2578 3'UTR
99757169 2579 3'UTR
99757168 2580 3'UTR
99757167 2581 3'UTR
99757166 2582 3'UTR
99757165 2583 3'UTR
99757164 2584 3'UTR
99757163 2585 3'UTR
99757162 2586 3'UTR
99757161 2587 3'UTR
99757160 2588 3'UTR
99757159 2589 3'UTR
99757158 2590 3'UTR
99757157 2591 3'UTR
99757156 2592 3'UTR
99757155 2593 3'UTR
99757154 2594 3'UTR
99757153 2595 3'UTR
99757152 2596 3'UTR
99757151 2597 3'UTR
99757150 2598 3'UTR
99757149 2599 3'UTR
99757148 2600 3'UTR
99757147 2601 3'UTR
99757146 2602 3'UTR
99757145 2603 3'UTR
99757144 2604 3'UTR
99757143 2605 3'UTR
99757142 2606 3'UTR
99757141 2607 3'UTR
99757140 2608 3'UTR
99757139 2609 3'UTR
99757138 2610 3'UTR
99757137 2611 3'UTR
99757136 2612 3'UTR
99757135 2613 3'UTR
99757134 2614 3'UTR
99757133 2615 3'UTR
99757132 2616 3'UTR
99757131 2617 3'UTR
99757130 2618 3'UTR
99757129 2619 3'UTR
99757128 2620 3'UTR
99757127 2621 3'UTR
99757126 2622 3'UTR
99757125 2623 3'UTR
99757124 2624 3'UTR
99757123 2625 3'UTR
99757122 2626 3'UTR
99757121 2627 3'UTR
99757120 2628 3'UTR
99757119 2629 3'UTR
99757118 2630 3'UTR
99757117 2631 3'UTR
99757116 2632 3'UTR
99757115 2633 3'UTR
99757114 2634 3'UTR
99757113 2635 3'UTR
99757112 2636 3'UTR
99757111 2637 3'UTR
99757110 2638 3'UTR
99757109 2639 3'UTR
99757108 2640 3'UTR
99757107 2641 3'UTR
99757106 2642 3'UTR
99757105 2643 3'UTR
99757104 2644 3'UTR
99757103 2645 3'UTR
99757102 2646 3'UTR
99757101 2647 3'UTR
99757100 2648 3'UTR
99757099 2649 3'UTR
99757098 2650 3'UTR
99757097 2651 3'UTR
99757096 2652 3'UTR
99757095 2653 3'UTR
99757094 2654 3'UTR
99757093 2655 3'UTR
99757092 2656 3'UTR
99757091 2657 3'UTR
99757090 2658 3'UTR
99757089 2659 3'UTR
99757088 2660 3'UTR
99757087 2661 3'UTR
99757086 2662 3'UTR
99757085 2663 3'UTR
99757084 2664 3'UTR
99757083 2665 3'UTR
99757082 2666 3'UTR
99757081 2667 3'UTR
99757080 2668 3'UTR
99757079 2669 3'UTR
99757078 2670 3'UTR
99757077 2671 3'UTR
99757076 2672 3'UTR
99757075 2673 3'UTR
99757074 2674 3'UTR
99757073 2675 3'UTR
99757072 2676 3'UTR
99757071 2677 3'UTR
99757070 2678 3'UTR
99757069 2679 3'UTR
99757068 2680 3'UTR
99757067 2681 3'UTR
99757066 2682 3'UTR
99757065 2683 3'UTR
99757064 2684 3'UTR
99757063 2685 3'UTR
99757062 2686 3'UTR
99757061 2687 3'UTR
99757060 2688 3'UTR
99757059 2689 3'UTR
99757058 2690 3'UTR
99757057 2691 3'UTR
99757056 2692 3'UTR
99757055 2693 3'UTR
99757054 2694 3'UTR
99757053 2695 3'UTR
99757052 2696 3'UTR
99757051 2697 3'UTR
99757050 2698 3'UTR
99757049 2699 3'UTR
99757048 2700 3'UTR
99757047 2701 3'UTR
99757046 2702 3'UTR
99757045 2703 3'UTR
99757044 2704 3'UTR
99757043 2705 3'UTR
99757042 2706 3'UTR
99757041 2707 3'UTR
99757040 2708 3'UTR
99757039 2709 3'UTR
99757038 2710 3'UTR
99757037 2711 3'UTR
99757036 2712 3'UTR
99757035 2713 3'UTR
99757034 2714 3'UTR
99757033 2715 3'UTR
99757032 2716 3'UTR
99757031 2717 3'UTR
99757030 2718 3'UTR
99757029 2719 3'UTR
99757028 2720 3'UTR
99757027 2721 3'UTR
99757026 2722 3'UTR
99757025 2723 3'UTR
99757024 2724 3'UTR
99757023 2725 3'UTR
99757022 2726 3'UTR
99757021 2727 3'UTR
99757020 2728 3'UTR
99757019 2729 3'UTR
99757018 2730 3'UTR
99757017 2731 3'UTR
99757016 2732 3'UTR
99757015 2733 3'UTR
99757014 2734 3'UTR
99757013 2735 3'UTR
99757012 2736 3'UTR
99757011 2737 3'UTR
99757010 2738 3'UTR
99757009 2739 3'UTR
99757008 2740 3'UTR
99757007 2741 3'UTR
99757006 2742 3'UTR
99757005 2743 3'UTR
99757004 2744 3'UTR
99757003 2745 3'UTR
99757002 2746 3'UTR
99757001 2747 3'UTR
99757000 2748 3'UTR
99756999 2749 3'UTR
99756998 2750 3'UTR
99756997 2751 3'UTR
99756996 2752 3'UTR
99756995 2753 3'UTR
99756994 2754 3'UTR
99756993 2755 3'UTR
99756992 2756 3'UTR
99756991 2757 3'UTR
99756990 2758 3'UTR
99756989 2759 3'UTR
99756988 2760 3'UTR
99756987 2761 3'UTR
99756986 2762 3'UTR
99756985 2763 3'UTR
99756984 2764 3'UTR
99756983 2765 3'UTR
99756982 2766 3'UTR
99756981 2767 3'UTR
99756980 2768 3'UTR
99756979 2769 3'UTR
99756978 2770 3'UTR
99756977 2771 3'UTR
99756976 2772 3'UTR
99756975 2773 3'UTR
99756974 2774 3'UTR
99756973 2775 3'UTR
99756972 2776 3'UTR
99756971 2777 3'UTR
99756970 2778 3'UTR
99756969 2779 3'UTR
99756968 2780 3'UTR
99756967 2781 3'UTR
